"","School","Address","City","Zip","AddressFull","Public","County","Dist","Name","Color1","Color2","Color3","Enrollment","Conf","Mascot","Enr_Class","lon","lat"
"620","GALION","472 Portland Way N.","GALION","44833-1738","472 Portland Way N., GALION, OH 44833-1738","PUBLIC","Crawford","Northwest","GALION","ORANGE","NAVY BLUE",NA,211,"Mid-Ohio Athletic Conference","TIGERS","(AAA)",-82.8051993,40.7400409
"622","GALLIA ACADEMY","2855 Centenary Road","GALLIPOLIS","45631-1109","2855 Centenary Road, GALLIPOLIS, OH 45631-1109","PUBLIC","Gallia","Southeast","GALLIPOLIS GALLIA ACAD.","BLUE","WHITE",NA,234,"Ohio Valley Conference","BLUE DEVILS","(AAA)",-82.2622589,38.8045656
"624","GARAWAY","146 DOVER RD","SUGARCREEK","44681-9309","146 DOVER RD, SUGARCREEK, OH 44681-9309","PUBLIC","Tuscarawas","East","SUGARCREEK GARAWAY","RED","BLUE","WHITE",149,"Inter-Valley Conference","PIRATES","(AA)",-81.6403248,40.5075375
"626","GARFIELD","435 N FIRESTONE BLVD","AKRON","44301-2204","435 N FIRESTONE BLVD, AKRON, OH 44301-2204","PUBLIC","Summit","Northeast","AKRON GARFIELD","MAROON","GOLD",NA,322,"Akron City Series","RAMS","(AA)",-81.5117185,41.0463255
"630","GARFIELD","10233 STATE ROUTE 88","GARRETTSVILLE","44231-9205","10233 STATE ROUTE 88, GARRETTSVILLE, OH 44231-9205","PUBLIC","Portage","Northeast","GARRETTSVILLE GARFIELD","BLACK","GOLD",NA,175,"","G-MEN","(AA)",-81.1006591,41.2707481
"632","GARFIELD HEIGHTS","4900 TURNEY ROAD","GARFIELD HTS","44125-4346","4900 TURNEY ROAD, GARFIELD HTS, OH 44125-4346","PUBLIC","Cuyahoga","Northeast","GARFIELD HTS.","NAVY BLUE","VEGAS GOLD",NA,538,"INDEPENDENT","BULLDOGS","(AAA)",-81.6149562,41.4273257
"634","GENEVA","1301 S RIDGE RD E","GENEVA","44041-8269","1301 S RIDGE RD E, GENEVA, OH 44041-8269","PUBLIC","Ashtabula","Northeast","GENEVA","SCARLET","GRAY",NA,314,"Chagrin Valley Conference","EAGLES","(AA)",-80.9288278,41.800233
"636","GENOA AREA","2980 N GENOA CLAY CTR","GENOA","43430-9733","2980 N GENOA CLAY CTR, GENOA, OH 43430-9733","PUBLIC","Ottawa","Northwest","GENOA AREA","MAROON","GRAY",NA,182,"Northern Buckeye Conference","COMETS","(AA)",-83.361937,41.558371
"640","GIBSONBURG","740 S MAIN ST","GIBSONBURG","43431-9591","740 S MAIN ST, GIBSONBURG, OH 43431-9591","PUBLIC","Sandusky","Northwest","GIBSONBURG","ORANGE","BLACK",NA,129,"","GOLDEN BEARS","(AA)",-83.3227473,41.3757422
"642","GILMOUR ACADEMY","34001 CEDAR RD","GATES MILLS","44040-9355","34001 CEDAR RD, GATES MILLS, OH 44040-9355","PRIVATE","Cuyahoga","Northeast","GATES MILLS GILMOUR ACAD.","BLUE","GRAY",NA,150,"North Coast League","LANCERS","(A)",-81.4361232,41.5031933
"644","GIRARD","1244 Shannon Rd.","GIRARD","44420-2722","1244 Shannon Rd., GIRARD, OH 44420-2722","PUBLIC","Trumbull","Northeast","GIRARD","RED","BLACK",NA,255,"All-American Conference","INDIANS","(AA)",-80.6928512,41.1714003
"646","GLEN ESTE","4342 GLEN ESTE-WITHAMSVILLE ROAD","CINCINNATI","45245","4342 GLEN ESTE-WITHAMSVILLE ROAD, CINCINNATI, OH 45245","PUBLIC","Clermont","Southwest","CIN. GLEN ESTE","PURPLE","WHITE",NA,468,"","TROJANS","(AAA)",-84.26263,39.086533
"650","GLENOAK","1801 SCHNEIDER ST NE","CANTON","44721-3349","1801 SCHNEIDER ST NE, CANTON, OH 44721-3349","PUBLIC","Stark","Northeast","CANTON GLENOAK","FOREST GREEN","VEGAS GOLD",NA,724,"Inter-Valley Conference","GOLDEN EAGLES","(AAA)",-81.3499963,40.8690729
"652","GLENVILLE","650 E 113TH ST","CLEVELAND","44108-2603","650 E 113TH ST, CLEVELAND, OH 44108-2603","PUBLIC","Cuyahoga","Northeast","CLE. GLENVILLE","RED","BLACK",NA,317,"Cleveland Senate Athletic League","TARBLOODERS","(AA)",-81.606617,41.5390043
"658","GOSHEN","6707 Goshen Rd.","Goshen","45122","6707 Goshen Rd., Goshen, OH 45122","PUBLIC","Clermont","Southwest","GOSHEN","RED","GRAY",NA,337,"Southern Buckeye Athletic/Academic Conference","Warriors","(AAA)",-84.1570538,39.2279397
"660","GRAHAM LOCAL","7800 W ST RTE 36","ST PARIS","43072-9496","7800 W ST RTE 36, ST PARIS, OH 43072-9496","PUBLIC","Champaign","Southwest","ST. PARIS GRAHAM LOCAL","BLACK","WHITE",NA,230,"Central Buckeye Conference","FALCONS","(AA)",-83.9088435,40.1221591
"662","GRAND VALLEY","111 GRAND VALLEY AVE WEST, Suite C","ORWELL","44076","111 GRAND VALLEY AVE WEST, Suite C, ORWELL, OH 44076","PUBLIC","Ashtabula","Northeast","ORWELL GRAND VALLEY","BLUE","WHITE",NA,166,"","MUSTANGS","(A)",-80.872887,41.545775
"664","GRANDVIEW HEIGHTS","1587 WEST THIRD AVENUE","COLUMBUS","43212-2825","1587 WEST THIRD AVENUE, COLUMBUS, OH 43212-2825","PUBLIC","Franklin","Central","GRANDVIEW HTS.","NAVY","WHITE","GRAY",135,"Mid-State League","BOBCATS","(A)",-83.048374,39.984986
"666","GRANVILLE","248 NEW BURG ST","GRANVILLE","43023-1043","248 NEW BURG ST, GRANVILLE, OH 43023-1043","PUBLIC","Licking","Central","GRANVILLE","NAVY","WHITE",NA,331,"Licking County League","BLUE ACES","(AA)",-82.525997,40.080762
"667","CINCINNATI CHRISTIAN","7474 MORRIS ROAD","Fairfield","45011","7474 MORRIS ROAD, Fairfield, OH 45011","PRIVATE","Butler","Southwest","FAIRFIELD CIN. CHRISTIAN","ROYAL BLUE","WHITE",NA,85,"Miami Valley Conference","COUGARS","(A)",-84.4989997,39.3686455
"668","GREEN","4057 GALLIA PIKE","FRANKLIN FURNACE","45629","4057 GALLIA PIKE, FRANKLIN FURNACE, OH 45629","PUBLIC","Scioto","Southeast","FRANKLIN FURNACE GREEN","Kelly GREEN","WHITE","Black",79,"Southern Ohio Conference","BOBCATS","(A)",-82.8449796,38.6187555
"670","GREEN","1474 Boettler Rd.","Uniontown","44685","1474 Boettler Rd., Uniontown, OH 44685","PUBLIC","Summit","Northeast","GREEN","ORANGE","BLACK",NA,506,"Federal League","BULLDOGS","(AAA)",-81.4732769,40.9572573
"672","GREENEVIEW","4710 COTTONVILLE ROAD","JAMESTOWN","45335-1550","4710 COTTONVILLE ROAD, JAMESTOWN, OH 45335-1550","PUBLIC","Greene","Southwest","JAMESTOWN GREENEVIEW","RED","BLUE","WHITE",169,"Ohio Heritage Conference","RAMS","(AA)",-83.758486,39.657855
"676","GREENON","3950 SOUTH TECUMSEH RD","SPRINGFIELD","45502","3950 SOUTH TECUMSEH RD, SPRINGFIELD, OH 45502","PUBLIC","Clark","Southwest","SPRINGFIELD GREENON","BLACK","WHITE",NA,157,"Ohio Heritage Conference","KNIGHTS","(AA)",-83.89169,39.86905
"678","GREENVILLE","100 GREEN WAVE WAY","GREENVILLE","45331","100 GREEN WAVE WAY, GREENVILLE, OH 45331","PUBLIC","Darke","Southwest","GREENVILLE","GREEN","WHITE",NA,315,"Greater Western Ohio Conference","GREEN WAVE","(AA)",-84.6327414,40.1145854
"680","GROVE CITY","4665 HOOVER RD","GROVE CITY","43123-9701","4665 HOOVER RD, GROVE CITY, OH 43123-9701","PUBLIC","Franklin","Central","GROVE CITY","CRIMSON","BLUE",NA,757,"Ohio Capital Conference","GREYHOUNDS","(AAA)",-83.0736078,39.8692987
"681","GROVE CITY CHRISTIAN","4750 HOOVER ROAD","GROVE CITY","43123-8504","4750 HOOVER ROAD, GROVE CITY, OH 43123-8504","PRIVATE","Franklin","Central","GROVE CITY CHRISTIAN","ROYAL BLUE","BLACK","WHITE",93,"Mid-State League","EAGLES","(A)",-83.0695314,39.8659135
"682","GROVEPORT MADISON","4475 S HAMILTON RD","GROVEPORT","43125-9561","4475 S HAMILTON RD, GROVEPORT, OH 43125-9561","PUBLIC","Franklin","Central","GROVEPORT-MADISON","RED","BLACK",NA,656,"","CRUISERS","(AAA)",-82.8853549,39.8800922
"685","HAMILTON","1165 EATON AVE","HAMILTON","45013-1402","1165 EATON AVE, HAMILTON, OH 45013-1402","PUBLIC","Butler","Southwest","HAMILTON","BLUE","WHITE",NA,1005,"Greater Miami Conference","BIG BLUE","(AAA)",-84.5801216,39.4247694
"686","HAMILTON TOWNSHIP","1105 Rathmell Road","COLUMBUS","43207-5072","1105 Rathmell Road, COLUMBUS, OH 43207-5072","PUBLIC","Franklin","Central","COLS. HAMILTON TOWNSHIP","GREEN","GOLD",NA,351,"Mid-State League","RANGERS","(AA)",-82.9727977,39.8606195
"690","MARION HARDING","1500 HARDING HIGHWAY EAST","MARION","43302-5141","1500 HARDING HIGHWAY EAST, MARION, OH 43302-5141","PUBLIC","Marion","Central","MARION HARDING","RED","BLACK",NA,390,"Mid-Ohio Athletic Conference","PRESIDENTS (Prexies)","(AA)",-83.0906578,40.5931489
"692","WARREN G HARDING","860 ELM RD NE","WARREN","44483-5195","860 ELM RD NE, WARREN, OH 44483-5195","PUBLIC","Trumbull","Northeast","WARREN G. HARDING","GOLD","WHITE",NA,580,"","RAIDERS","(AAA)",-80.805421,41.2428076
"694","HARDIN NORTHERN","11589 STATE ROUTE 81","DOLA","45835-9706","11589 STATE ROUTE 81, DOLA, OH 45835-9706","PUBLIC","Hardin","Northwest","DOLA HARDIN NORTHERN","BLACK","GOLD","WHITE",53,"","POLAR BEARS","(A)",-83.6609411,40.7796137
"696","HARRISON","9860 WEST RD","HARRISON","45030-1999","9860 WEST RD, HARRISON, OH 45030-1999","PUBLIC","Hamilton","Southwest","HARRISON","GREEN","WHITE",NA,418,"","WILDCATS","(AAA)",-84.7696394,39.2559035
"698","HARVEY","200 West Walnut Street","PAINESVILLE","44077-3328","200 West Walnut Street, PAINESVILLE, OH 44077-3328","PUBLIC","Lake","Northeast","PAINESVILLE HARVEY","RED","BLACK",NA,324,"Chagrin Valley Conference","RED RAIDERS","(AA)",-81.245853,41.715948
"702","HAWKEN","12465 COUNTY LINE RD","GATES MILLS","44040-8002","12465 COUNTY LINE RD, GATES MILLS, OH 44040-8002","PRIVATE","Geauga","Northeast","GATES MILLS HAWKEN","RED","GRAY",NA,191,"Columbus City League","HAWKS","(AA)",-81.3907104,41.5303737
"704","DELAWARE HAYES","289 EUCLID AVE","DELAWARE","43015-1272","289 EUCLID AVE, DELAWARE, OH 43015-1272","PUBLIC","Delaware","Central","DELAWARE HAYES","BLACK","ORANGE",NA,633,"Ohio Capital Conference","PACERS","(AAA)",-83.081082,40.310415
"706","HEATH","300 LICKING VIEW DR","HEATH","43056-1534","300 LICKING VIEW DR, HEATH, OH 43056-1534","PUBLIC","Licking","Central","HEATH","BROWN","ORANGE","WHITE",196,"Licking County League","BULLDOGS","(AA)",-82.432204,40.026916
"708","HICKSVILLE","958 E High St","HICKSVILLE","43526","958 E High St, HICKSVILLE, OH 43526","PUBLIC","Defiance","Northwest","HICKSVILLE","RED","WHITE",NA,119,"Green Meadows Conference","ACES","(AA)",-84.7461651,41.3016679
"710","HIGHLAND","4150 RIDGE RD","MEDINA","44256-8620","4150 RIDGE RD, MEDINA, OH 44256-8620","PUBLIC","Medina","Northeast","MEDINA HIGHLAND","GREEN","BLACK",NA,420,"","HORNETS","(AAA)",-81.742424,41.163824
"712","HIGHLAND","1300 State Route 314","MARENGO","43334","1300 State Route 314, MARENGO, OH 43334","PUBLIC","Morrow","Central","SPARTA HIGHLAND","RED","BLUE","WHITE",221,"Knox Morrow Athletic Conference","FIGHTING SCOTS","(AA)",-82.7030858,40.3971924
"713","HILLIARD BRADLEY","2800 Walker Rd","Hilliard","43026","2800 Walker Rd, Hilliard, OH 43026","PUBLIC","Franklin","Central","HILLIARD BRADLEY","Royal Blue","Black","Silver",662,"Ohio Capital Conference","Jaguars","(AAA)",-83.2004,40.007399
"715","HILLCREST ACADEMY","246 BONHAM RD","CINCINNATI","45215-2067","246 BONHAM RD, CINCINNATI, OH 45215-2067","PRIVATE","Hamilton","Southwest","CIN. HILLCREST","MAROON","BLACK",NA,66,"","RAMS","(A)",-84.4845035,39.2441853
"716","HILLIARD DAVIDSON","5100 DAVIDSON RD","HILLIARD","43026-1313","5100 DAVIDSON RD, HILLIARD, OH 43026-1313","PUBLIC","Franklin","Central","HILLIARD DAVIDSON","ROYAL BLUE","WHITE",NA,681,"","WILDCATS","(AAA)",-83.156417,40.0501241
"717","HILLIARD DARBY","4200 LEPPERT ROAD","HILLIARD","43026-8466","4200 LEPPERT ROAD, HILLIARD, OH 43026-8466","PUBLIC","Franklin","Central","HILLIARD DARBY","BLACK","COLUMBIA BLUE","WHITE",644,"Ohio Capital Conference","PANTHERS","(AAA)",-83.1680836,40.0355183
"718","HILLSBORO","550 State Rte. 62 South","HILLSBORO","45133-1314","550 State Rte. 62 South, HILLSBORO, OH 45133-1314","PUBLIC","Highland","Southeast","HILLSBORO","RED","WHITE",NA,282,"","INDIANS","(AAA)",-83.6138899,39.183792
"720","HILLSDALE","485 TWP ROAD 1902","JEROMESVILLE","44840-9754","485 TWP ROAD 1902, JEROMESVILLE, OH 44840-9754","PUBLIC","Ashland","Northeast","JEROMESVILLE HILLSDALE","BLUE","GOLD",NA,124,"","FALCONS","(A)",-82.2196213,40.7816855
"722","HILLTOP","1401 West Jackson","WEST UNITY","43570","1401 West Jackson, WEST UNITY, OH 43570","PUBLIC","Williams","Northwest","WEST UNITY HILLTOP","RED","WHITE",NA,82,"","CADETS","(A)",-84.455524,41.584837
"724","ARCHBISHOP HOBAN","One HOLY CROSS BLVD.","AKRON","44306-1531","One HOLY CROSS BLVD., AKRON, OH 44306-1531","PRIVATE","Summit","Northeast","AKRON ARCHBISHOP HOBAN","BLUE","GOLD",NA,318,"North Coast League","KNIGHTS","(AA)",-81.4956164,41.0618639
"726","HOLGATE","801 E JOE E BROWN AVE","HOLGATE","43527-9802","801 E JOE E BROWN AVE, HOLGATE, OH 43527-9802","PUBLIC","Henry","Northwest","HOLGATE","PURPLE","GOLD",NA,54,"Green Meadows Conference","TIGERS","(A)",-84.118326,41.2518351
"728","HOLY NAME","6000 QUEENS HWY","PARMA HEIGHTS","44130-1901","6000 QUEENS HWY, PARMA HEIGHTS, OH 44130-1901","PRIVATE","Cuyahoga","Northeast","PARMA HTS. HOLY NAME","GREEN","WHITE",NA,250,"Great Lakes Conference","GREEN WAVE","(AA)",-81.7627072,41.4022907
"730","HOOVER","525 SEVENTH STREET NE","NORTH CANTON","44720-3060","525 SEVENTH STREET NE, NORTH CANTON, OH 44720-3060","PUBLIC","Stark","Northeast","NORTH CANTON HOOVER","BLACK","ORANGE",NA,591,"Federal League","VIKINGS","(AAA)",-81.3950982,40.8853983
"732","HOPEWELL-LOUDON","181 N COUNTY RD 7","BASCOM","44809-0400","181 N COUNTY RD 7, BASCOM, OH 44809-0400","PUBLIC","Seneca","Northwest","BASCOM HOPEWELL-LOUDON","SCARLET","GRAY",NA,97,"Blanchard Valley Conference","CHIEFTAINS","(AA)",-83.2835452,41.1262094
"736","HOWLAND","200 SHAFFER DR NE","WARREN","44484-1843","200 SHAFFER DR NE, WARREN, OH 44484-1843","PUBLIC","Trumbull","Northeast","WARREN HOWLAND","ORANGE","BLACK",NA,343,"","TIGERS","(AAA)",-80.7455193,41.2395265
"738","HUBBARD","350 HALL AVE","HUBBARD","44425-2067","350 HALL AVE, HUBBARD, OH 44425-2067","PUBLIC","Trumbull","Northeast","HUBBARD","BLUE","WHITE",NA,239,"Northeast 8 Athletic Conference","EAGLES","(AA)",-80.5824928,41.1525394
"740","HUDSON","2500 HUDSON-AURORA RD","HUDSON","44236-2324","2500 HUDSON-AURORA RD, HUDSON, OH 44236-2324","PUBLIC","Summit","Northeast","HUDSON","BLUE","WHITE",NA,581,"","EXPLORERS","(AAA)",-81.413589,41.255775
"742","HUGHES","2515 CLIFTON AVE","CINCINNATI","45219-1003","2515 CLIFTON AVE, CINCINNATI, OH 45219-1003","PUBLIC","Hamilton","Southwest","CIN. HUGHES","RED","BLACK","WHITE",251,"Cincinnati Metro Athletic Conference","BIG RED","(AA)",-84.522643,39.1289078
"744","HUNTINGTON","188 HUNTSMAN RD","CHILLICOTHE","45601-9378","188 HUNTSMAN RD, CHILLICOTHE, OH 45601-9378","PUBLIC","Ross","Southeast","CHILLICOTHE HUNTINGTON","GREEN","WHITE",NA,129,"Scioto Valley Conference","HUNTSMEN","(AA)",-83.0580106,39.2438441
"746","HURON","710 CLEVELAND RD WEST","HURON","44839-1546","710 CLEVELAND RD WEST, HURON, OH 44839-1546","PUBLIC","Erie","Northwest","HURON","RED","GRAY",NA,207,"","TIGERS","(AAA)",-82.5647377,41.397706
"748","INDEPENDENCE","5175 REFUGEE ROAD","COLUMBUS","43232-5352","5175 REFUGEE ROAD, COLUMBUS, OH 43232-5352","PUBLIC","Franklin","Central","COLS. INDEPENDENCE","RED","BLUE","WHITE",333,"Columbus City League","76'ers","(AA)",-82.853634,39.919315
"750","INDEPENDENCE","6001 ARCHWOOD RD","INDEPENDENCE","44131-4901","6001 ARCHWOOD RD, INDEPENDENCE, OH 44131-4901","PUBLIC","Cuyahoga","Northeast","INDEPENDENCE","BLUE","GOLD",NA,126,"Chagrin Valley Conference","BLUE DEVILS","(A)",-81.6490702,41.3741954
"751","INDIAN CREEK","200 PARK DR","WINTERSVILLE","43953-3944","200 PARK DR, WINTERSVILLE, OH 43953-3944","PUBLIC","Jefferson","East","WINTERSVILLE INDIAN CREEK","RED","GOLD",NA,265,"","REDSKINS","(AAA)",-80.7153943,40.376972
"752","INDIAN HILL","6865 DRAKE ROAD","CINCINNATI","45243-2737","6865 DRAKE ROAD, CINCINNATI, OH 45243-2737","PUBLIC","Hamilton","Southwest","CIN. INDIAN HILL","RED","WHITE","Black",251,"Cincinnati Hills League","BRAVES","(AA)",-84.3472864,39.1865673
"754","INDIAN LAKE","6210 STATE ROUTE 235 N","LEWISTOWN","43333-9801","6210 STATE ROUTE 235 N, LEWISTOWN, OH 43333-9801","PUBLIC","Logan","Southwest","LEWISTOWN INDIAN LAKE","RED","BLACK","WHITE",199,"Central Buckeye Conference","LAKERS","(AA)",-83.9048424,40.4371528
"758","INDIAN VALLEY","253 S WALNUT ST","GNADENHUTTEN","44629-0130","253 S WALNUT ST, GNADENHUTTEN, OH 44629-0130","PUBLIC","Tuscarawas","East","GNADENHUTTEN INDIAN VALLEY","RED","BLUE","WHITE",220,"","BRAVES","(AA)",-81.4321905,40.3559745
"760","IRONTON","1701 S 7TH ST","IRONTON","45638-2262","1701 S 7TH ST, IRONTON, OH 45638-2262","PUBLIC","Lawrence","Southeast","IRONTON","ORANGE","BLACK",NA,155,"Ohio Valley Conference","FIGHTING TIGERS","(AA)",-82.6691358,38.5251728
"762","JACKSON","500 VAUGHN STREET","JACKSON","45640","500 VAUGHN STREET, JACKSON, OH 45640","PUBLIC","Jackson","Southeast","JACKSON","RED","WHITE",NA,289,"","IRONMEN","(AAA)",-82.6424201,39.0389969
"764","JACKSON","7600 FULTON DR NW","MASSILLON","44646-9393","7600 FULTON DR NW, MASSILLON, OH 44646-9393","PUBLIC","Stark","Northeast","MASSILLON JACKSON","PURPLE","GOLD",NA,761,"Federal League","POLAR BEARS","(AAA)",-81.4938247,40.8587529
"768","JACKSON-MILTON","13910  MAHONING AVE","NORTH JACKSON","44451-9791","13910  MAHONING AVE, NORTH JACKSON, OH 44451-9791","PUBLIC","Mahoning","Northeast","NORTH JACKSON JACKSON-MILTON","BLUE","WHITE",NA,93,"Mahoning Valley Athletic Conference","BLUE JAYS","(A)",-80.9149675,41.1001936
"772","JEFFERSON","901 WILDCAT LANE","DELPHOS","45833-9803","901 WILDCAT LANE, DELPHOS, OH 45833-9803","PUBLIC","Allen","Northwest","DELPHOS JEFFERSON","RED","WHITE",NA,127,"Northwest Conference","WILDCATS","(AA)",-84.3515909,40.8508263
"774","JEFFERSON AREA","207 West Mulberry","JEFFERSON","44047-1328","207 West Mulberry, JEFFERSON, OH 44047-1328","PUBLIC","Ashtabula","Northeast","JEFFERSON AREA","RED","WHITE",NA,230,"All-American Conference","FALCONS","(AA)",-80.780432,41.730234
"776","JEFFERSON TWP","2701 S UNION RD","DAYTON","45417","2701 S UNION RD, DAYTON, OH 45417","PUBLIC","Montgomery","Southwest","DAY. JEFFERSON TWP.","ROYAL BLUE","GOLD",NA,41,"Metro Buckeye Conference","BRONCOS","(A)",-84.3099888,39.7063791
"782","JOHN ADAMS","3817 E 116TH ST","CLEVELAND","44105-2846","3817 E 116TH ST, CLEVELAND, OH 44105-2846","PUBLIC","Cuyahoga","Northeast","CLE. JOHN ADAMS","MAROON","GOLD",NA,411,"Eastern Cincinnati Conference","REBELS","(AAA)",-81.6026449,41.4545031
"784","JOHN F KENNEDY","17100 HARVARD AVE","CLEVELAND","44128-2214","17100 HARVARD AVE, CLEVELAND, OH 44128-2214","PUBLIC","Cuyahoga","Northeast","CLE. JOHN F. KENNEDY","RED","BLUE","WHITE",287,"Cleveland Senate Athletic League","FIGHTING EAGLES","(AA)",-81.5604703,41.4489133
"786","JOHN F KENNEDY","2550 CENTRAL PKWY SE","WARREN","44484-5401","2550 CENTRAL PKWY SE, WARREN, OH 44484-5401","PRIVATE","Trumbull","Northeast","WARREN JOHN F. KENNEDY","BLUE","WHITE",NA,75,"","EAGLES","(A)",-80.7859605,41.2165956
"788","JOHN GLENN","13115 JOHN GLENN SCH RD","NEW CONCORD","43762-9762","13115 JOHN GLENN SCH RD, NEW CONCORD, OH 43762-9762","PUBLIC","Muskingum","East","NEW CONCORD JOHN GLENN","MAROON","WHITE",NA,262,"Muskingum Valley League","LITTLE MUSKIES","(AAA)",-81.73809,40.007713
"790","JOHN HAY CAMPUS","2075 STOKES BLVD","CLEVELAND","44106-3051","2075 STOKES BLVD, CLEVELAND, OH 44106-3051","PUBLIC","Cuyahoga","Northeast","CLE. JOHN HAY","GREEN","GOLD",NA,367,"Cleveland Senate Athletic League","HORNETS","(AAA)",-81.6121253,41.5018502
"792","JOHN MARSHALL","3952 W 140th St","CLEVELAND","44111","3952 W 140th St, CLEVELAND, OH 44111","PUBLIC","Cuyahoga","Northeast","CLE. JOHN MARSHALL","RED","WHITE",NA,767,"Cleveland Senate Athletic League","LAWYERS","(AAA)",-81.7904097,41.4476234
"794","JOHNSTOWN-MONROE","445 S Main Street","JOHNSTOWN","43031-1278","445 S Main Street, JOHNSTOWN, OH 43031-1278","PUBLIC","Licking","Central","JOHNSTOWN-MONROE","RED","GRAY",NA,194,"Licking County League","JOHNNIES","(AA)",-82.6785376,40.1466416
"796","JONATHAN ALDER","9200 US Highway 42 S","PLAIN CITY","43064-9238","9200 US Highway 42 S, PLAIN CITY, OH 43064-9238","PUBLIC","Madison","Central","PLAIN CITY JONATHAN ALDER","BLACK","RED",NA,264,"Southwestern Buckeye League","PIONEERS","(AA)",-83.2878727,40.0780218
"7974","WHITNEY M YOUNG HIGH SCHOOL","17900 HARVARD","CLEVELAND","44128","17900 HARVARD, CLEVELAND, OH 44128","PUBLIC","Cuyahoga","Northeast","CLE. WHITNEY YOUNG","BLACK","GOLD",NA,54,"Eastern Cincinnati Conference","WARRIORS","(A)",-81.5532449,41.4493786
"800","KENMORE","2140 13TH ST SW","AKRON","44314-2338","2140 13TH ST SW, AKRON, OH 44314-2338","PUBLIC","Summit","Northeast","AKRON KENMORE","RED","BLACK",NA,213,"Akron City Series","CARDINALS","(AA)",-81.5587,41.0454683
"801","KENMORE-GARFIELD","2140 13TH ST SW","AKRON","44314-2338","2140 13TH ST SW, AKRON, OH 44314-2338","PUBLIC","Summit","Northeast","AKRON KENMORE-GARFIELD","Maroon","Gold",NA,435,"Akron City Series","Rams","(AAA)",-81.5587,41.0454683
"802","KENSTON","9500 BAINBRIDGE RD","CHAGRIN FALLS","44023-2704","9500 BAINBRIDGE RD, CHAGRIN FALLS, OH 44023-2704","PUBLIC","Geauga","Northeast","CHAGRIN FALLS KENSTON","NAVY","WHITE","COLUMBIA",381,"Western Reserve Conference","BOMBERS","(AAA)",-81.3038223,41.3929498
"804","KENTON","200 HARDING AVE","KENTON","43326-1669","200 HARDING AVE, KENTON, OH 43326-1669","PUBLIC","Hardin","Northwest","KENTON","RED","WHITE",NA,214,"","WILDCATS","(AAA)",-83.5956678,40.6536843
"806","KENTON RIDGE","4444 MIDDLE URBANA RD","SPRINGFIELD","45503-6306","4444 MIDDLE URBANA RD, SPRINGFIELD, OH 45503-6306","PUBLIC","Clark","Southwest","SPRINGFIELD KENTON RIDGE","BROWN","GOLD","WHITE",253,"Central Buckeye Conference","COUGARS","(AA)",-83.760224,39.9860189
"807","KETTERING FAIRMONT","3301 SHROYER RD","KETTERING","45429-2635","3301 SHROYER RD, KETTERING, OH 45429-2635","PUBLIC","Montgomery","Southwest","KETTERING FAIRMONT","NAVY","SILVER","WHITE",919,"Greater Western Ohio Conference","FIREBIRDS","(AAA)",-84.166161,39.699191
"808","KEYSTONE","580 Opportunity Way","LA GRANGE","44050","580 Opportunity Way, LA GRANGE, OH 44050","PUBLIC","Lorain","Northeast","LAGRANGE KEYSTONE","PURPLE","WHITE",NA,216,"","WILDCATS","(AA)",-82.107781,41.232538
"810","KINGS","5500 Columbia Road","Kings Mills","45034","5500 Columbia Road, Kings Mills, OH 45034","PUBLIC","Warren","Southwest","KINGS MILLS KINGS","RED","BLUE","WHITE",504,"Eastern Cincinnati Conference","KNIGHTS","(AAA)",-84.255116,39.3542687
"812","KIRTLAND","9150 CHILLICOTHE ROAD","KIRTLAND","44094-9212","9150 CHILLICOTHE ROAD, KIRTLAND, OH 44094-9212","PUBLIC","Lake","Northeast","KIRTLAND","Navy","GOLD",NA,152,"Chagrin Valley Conference","HORNETS","(A)",-81.3609427,41.6213621
"816","RIVER VALLEY","8785 St. Rt. 160","BIDWELL","45614-9106","8785 St. Rt. 160, BIDWELL, OH 45614-9106","PUBLIC","Gallia","Southeast","BIDWELL RIVER VALLEY","SILVER","BLACK",NA,198,"","RAIDERS","(AA)",-82.2821024,38.9206968
"818","LABRAE","1001 N LEAVITT RD","LEAVITTSBURG","44430-9644","1001 N LEAVITT RD, LEAVITTSBURG, OH 44430-9644","PUBLIC","Trumbull","Northeast","LEAVITTSBURG LABRAE","SCARLET","GRAY",NA,158,"All-American Conference","VIKINGS","(A)",-80.8740381,41.2540512
"820","LAKE","28080 LEMOYNE RD","MILLBURY","43447-9747","28080 LEMOYNE RD, MILLBURY, OH 43447-9747","PUBLIC","Wood","Northwest","MILLBURY LAKE","Navy","White",NA,193,"Northern Buckeye Conference","FLYERS","(AA)",-83.471281,41.559849
"822","LAKE","1025 LAKE CENTER ST","UNIONTOWN","44685-9466","1025 LAKE CENTER ST, UNIONTOWN, OH 44685-9466","PUBLIC","Stark","Northeast","UNIONTOWN LAKE","BLUE","RED","WHITE",442,"Federal League","BLUE STREAKS","(AAA)",-81.359931,40.9602548
"824","LAKE CATHOLIC","6733 REYNOLDS RD","MENTOR","44060-3956","6733 REYNOLDS RD, MENTOR, OH 44060-3956","PRIVATE","Lake","Northeast","MENTOR LAKE CATH.","GREEN","GRAY",NA,310,"","COUGARS","(AA)",-81.3740092,41.6876563
